t_H,dBz
4.903981927782297134e-03,-1.056898923934568302e-08
4.923410248011350632e-03,-1.043764452646200880e-08
4.942876752465963364e-03,-1.030652008182642021e-08
4.962381906807422638e-03,-1.017770401290363225e-08
4.981925245374441147e-03,-1.005367877837670676e-08
5.001507233828306198e-03,-9.934542077871810761e-09
5.021127872169017792e-03,-9.814687729203797062e-09
5.040786694735288620e-03,-9.690947599949595315e-09
5.060484167188405991e-03,-9.566985426090468536e-09
5.080219823867082596e-03,-9.449456328525229765e-09
5.099994130432605743e-03,-9.339350626191844640e-09
5.119806621223688126e-03,-9.229665920429397374e-09
5.139657761901617050e-03,-9.117197663499609916e-09
5.159547086805105209e-03,-9.003029433074516419e-09
5.179475061595439911e-03,-8.891822389500703139e-09
5.199441686272621155e-03,-8.784646787773908727e-09
5.219446495175361633e-03,-8.678322060973187035e-09
5.239489953964948654e-03,-8.573057819205587293e-09
5.259571596980094910e-03,-8.469908330255293549e-09
5.279691889882087708e-03,-8.371452864253114967e-09
5.299850367009639740e-03,-8.273639551248379576e-09
5.320047494024038315e-03,-8.172898802172312571e-09
5.340283270925283432e-03,-8.069257262377504958e-09
5.360557232052087784e-03,-7.969490845027848991e-09
5.380869843065738678e-03,-7.877416052792796108e-09
5.401220638304948807e-03,-7.788810485465091915e-09
5.421610083431005478e-03,-7.696703718806929828e-09
5.442037712782621384e-03,-7.601688167824249831e-09
5.462503992021083832e-03,-7.509672883543316857e-09
5.483008921146392822e-03,-7.421839143262332072e-09
5.503552034497261047e-03,-7.334956642068846122e-09
5.524133797734975815e-03,-7.246227617940803611e-09
5.544753745198249817e-03,-7.159262960243495399e-09
5.565412342548370361e-03,-7.075836361281062636e-09
5.586109124124050140e-03,-6.994126167114700365e-09
5.606844555586576462e-03,-6.911479388804764312e-09
5.627618636935949326e-03,-6.828940968262031674e-09
5.648430902510881424e-03,-6.749068859335238812e-09
5.669281817972660065e-03,-6.670244800943692098e-09
5.690170917659997940e-03,-6.591150736312556546e-09
5.711098667234182358e-03,-6.513044326084127533e-09
5.732064601033926010e-03,-6.438348520987347001e-09
5.753069184720516205e-03,-6.366205340668784629e-09
5.774111952632665634e-03,-6.293050969219393664e-09
5.795193370431661606e-03,-6.217787174023214902e-09
5.816313438117504120e-03,-6.143245911971462192e-09
5.837471690028905869e-03,-6.071576574839809837e-09
5.858668591827154160e-03,-6.003102903662238532e-09
5.879903677850961685e-03,-5.935389069122720684e-09
